Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST3521,Customer_2521,female,49.0,kolkata,2026-11-26,2027-11-26,39804.0,9.0,user2521@example.com,6477564161,india
CUST3523,Customer_2523,male,38.0,mumbai,2026-11-28,2027-11-26,46528.0,1.0,user2523@example.com,3980979019,india
CUST3524,Customer_2524,female,51.0,hyderabad,2026-11-29,2027-11-30,29278.0,2.0,user2524@example.com,7771188795,india
CUST3525,Customer_2525,female,52.0,mumbai,2026-11-30,2027-12-01,5843.0,9.0,user2525@example.com,6522795659,india
CUST3526,Customer_2526,female,54.0,delhi,2026-12-01,2027-12-02,25319.0,10.0,user2526@example.com,8815246703,india
CUST3527,Customer_2527,male,28.0,mumbai,2026-12-02,2027-12-03,41705.0,7.0,user2527@example.com,2631542114,india
CUST3528,Customer_2528,male,63.0,hyderabad,2026-12-03,2027-12-04,32028.0,5.0,user2528@example.com,4790178823,india
CUST3529,Customer_2529,male,29.0,mumbai,2026-12-04,2027-12-05,25319.0,8.0,user2529@example.com,4279910987,india
CUST3530,Customer_2530,male,61.0,hyderabad,2026-12-05,2027-12-06,25319.0,1.0,user2530@example.com,8904913119,india
CUST3532,Customer_2532,male,43.0,delhi,2026-12-07,2027-12-08,40689.0,2.0,user2532@example.com,1698270406,india
CUST3533,Customer_2533,female,25.0,delhi,2026-12-08,2027-12-09,25319.0,1.0,user2533@example.com,2136246636,india
CUST3534,Customer_2534,male,43.0,mumbai,2026-12-09,2027-12-10,30091.0,7.0,user2534@example.com,5585580506,india
CUST3535,Customer_2535,female,58.0,kolkata,2026-12-10,2027-12-11,44553.0,1.0,user2535@example.com,7928367846,india
CUST3536,Customer_2536,male,43.0,mumbai,2026-12-11,2027-12-12,19151.0,9.0,user2536@example.com,4135464753,india
CUST3537,Customer_2537,male,56.0,mumbai,2026-12-12,2027-12-13,36589.0,10.0,user2537@example.com,7262308326,india
CUST3538,Customer_2538,female,18.0,chennai,2026-12-13,2027-12-13,25319.0,1.0,user2538@example.com,6756781191,india
CUST3539,Customer_2539,female,32.0,delhi,2026-12-14,2027-12-15,25992.0,2.0,user2539@example.com,8806546310,india
CUST3540,Customer_2540,male,33.0,mumbai,2026-12-15,2027-12-16,32935.0,5.0,user2540@example.com,2737031953,india
CUST3541,Customer_2541,male,41.0,chennai,2026-12-16,2027-12-17,26630.0,7.0,user2541@example.com,8625526908,india
CUST3542,Customer_2542,male,62.0,mumbai,2026-12-17,2027-12-18,32316.0,4.0,user2542@example.com,2318642627,india
CUST3544,Customer_2544,female,33.0,delhi,2026-12-19,2027-12-20,48674.0,9.0,user2544@example.com,2040499231,india
CUST3545,Customer_2545,female,64.0,kolkata,2026-12-20,2027-12-21,39740.0,7.0,user2545@example.com,1710837242,india
CUST3546,Customer_2546,male,28.0,mumbai,2026-12-21,2027-12-22,24672.0,2.0,user2546@example.com,5056139414,india
CUST3547,Customer_2547,male,49.0,hyderabad,2026-12-22,2027-12-23,2275.0,4.0,user2547@example.com,6535890209,india
CUST3548,Customer_2548,male,55.0,hyderabad,2026-12-23,2027-12-24,25319.0,9.0,user2548@example.com,3799494189,india
CUST3549,Customer_2549,female,64.0,mumbai,2026-12-24,2027-12-25,13046.0,4.0,user2549@example.com,5516305170,india
CUST3550,Customer_2550,male,39.0,delhi,2026-12-25,2027-12-26,31283.0,5.0,user2550@example.com,1936970061,india
CUST3551,Customer_2551,male,52.0,mumbai,2026-12-26,2027-12-27,23324.0,4.0,user2551@example.com,4083701358,india
CUST3552,Customer_2552,female,31.0,delhi,2026-12-27,2027-12-28,18092.0,2.0,user2552@example.com,8676868264,india
CUST3553,Customer_2553,male,61.0,kolkata,2026-12-28,2027-12-29,11055.0,5.0,user2553@example.com,2880084940,india
CUST3554,Customer_2554,male,66.0,kolkata,2026-12-29,2027-12-30,31486.0,9.0,user2554@example.com,8773013756,india
CUST3555,Customer_2555,male,43.0,delhi,2026-12-30,2027-12-31,47630.0,5.0,user2555@example.com,8149055343,india
CUST3556,Customer_2556,male,46.0,hyderabad,2026-12-31,2028-01-01,35819.0,9.0,user2556@example.com,1263331848,india
CUST3557,Customer_2557,female,43.0,mumbai,2027-01-01,2028-01-02,17699.0,8.0,user2557@example.com,1015835455,india
CUST3558,Customer_2558,male,24.0,chennai,2027-01-02,2028-01-02,31975.0,5.0,user2558@example.com,4528075919,india
CUST3559,Customer_2559,male,51.0,kolkata,2027-01-03,2028-01-04,6474.0,5.0,user2559@example.com,9401591041,india
CUST3560,Customer_2560,female,37.0,hyderabad,2027-01-04,2028-01-05,27707.0,1.0,user2560@example.com,9886757496,india
CUST3561,Customer_2561,female,65.0,mumbai,2027-01-05,2028-01-06,24668.0,10.0,user2561@example.com,9845574295,india
CUST3562,Customer_2562,female,36.0,delhi,2027-01-06,2028-01-07,22892.0,7.0,user2562@example.com,5152683609,india
CUST3563,Customer_2563,male,43.0,mumbai,2027-01-07,2028-01-08,25319.0,5.0,user2563@example.com,7827376834,india
CUST3564,Customer_2564,female,43.0,kolkata,2027-01-08,2028-01-09,1074.0,8.0,user2564@example.com,9469302542,india
CUST3566,Customer_2566,male,42.0,mumbai,2027-01-10,2028-01-11,36009.0,4.0,user2566@example.com,4763650821,india
CUST3567,Customer_2567,female,55.0,mumbai,2027-01-11,2028-01-12,41563.0,6.0,user2567@example.com,4956489498,india
CUST3568,Customer_2568,male,60.0,kolkata,2027-01-12,2028-01-13,7650.0,8.0,user2568@example.com,2444957160,india
CUST3569,Customer_2569,male,22.0,mumbai,2027-01-13,2028-01-14,20268.0,9.0,user2569@example.com,1408267840,india
CUST3570,Customer_2570,male,43.0,delhi,2027-01-14,2028-01-15,42336.0,10.0,user2570@example.com,2249872883,india
CUST3571,Customer_2571,female,30.0,mumbai,2027-01-15,2028-01-16,10560.0,5.0,user2571@example.com,9780832559,india
CUST3572,Customer_2572,male,37.0,delhi,2027-01-16,2028-01-17,34300.0,2.0,user2572@example.com,2740977752,india
CUST3573,Customer_2573,female,38.0,mumbai,2027-01-17,2028-01-18,34624.0,6.0,user2573@example.com,6031777733,india
CUST3574,Customer_2574,female,32.0,mumbai,2027-01-18,2028-01-19,30145.0,3.0,user2574@example.com,4817469624,india
CUST3575,Customer_2575,female,38.0,mumbai,2027-01-19,2028-01-20,16328.0,10.0,user2575@example.com,2006425283,india
CUST3576,Customer_2576,female,38.0,chennai,2027-01-20,2028-01-21,8866.0,8.0,user2576@example.com,3339603152,india
CUST3577,Customer_2577,male,58.0,chennai,2027-01-21,2028-01-22,28422.0,5.0,user2577@example.com,8957949339,india
CUST3578,Customer_2578,female,43.0,hyderabad,2027-01-22,2028-01-23,18201.0,8.0,user2578@example.com,9543334899,india
CUST3579,Customer_2579,female,50.0,kolkata,2027-01-23,2028-01-24,26315.0,5.0,user2579@example.com,5956827535,india
CUST3580,Customer_2580,male,18.0,hyderabad,2027-01-24,2028-01-25,17163.0,2.0,user2580@example.com,1021014788,india
CUST3581,Customer_2581,female,28.0,mumbai,2027-01-25,2028-01-26,37372.0,7.0,user2581@example.com,7548327013,india
CUST3582,Customer_2582,female,65.0,chennai,2027-01-26,2028-01-27,31046.0,9.0,user2582@example.com,7558658535,india
CUST3583,Customer_2583,male,26.0,kolkata,2027-01-27,2028-01-28,49789.0,5.0,user2583@example.com,1163129879,india
CUST3585,Customer_2585,male,45.0,mumbai,2027-01-29,2028-01-30,5390.0,10.0,user2585@example.com,5892116608,india
CUST3586,Customer_2586,female,47.0,mumbai,2027-01-30,2028-01-31,14195.0,6.0,user2586@example.com,9790766284,india
CUST3587,Customer_2587,female,43.0,mumbai,2027-01-31,2028-01-31,24906.0,3.0,user2587@example.com,2181974684,india
CUST3588,Customer_2588,female,53.0,delhi,2027-02-01,2028-02-02,2628.0,1.0,user2588@example.com,7788248541,india
CUST3589,Customer_2589,male,32.0,chennai,2027-02-02,2028-02-02,42922.0,2.0,user2589@example.com,2040283798,india
CUST3590,Customer_2590,female,43.0,chennai,2027-02-03,2028-02-04,2804.0,9.0,user2590@example.com,9293244652,india
CUST3591,Customer_2591,female,51.0,delhi,2027-02-04,2028-02-05,44133.0,5.0,user2591@example.com,1678744426,india
CUST3592,Customer_2592,male,54.0,chennai,2027-02-05,2028-02-06,25319.0,6.0,user2592@example.com,4252973722,india
CUST3593,Customer_2593,male,53.0,chennai,2027-02-06,2028-02-07,44867.0,7.0,user2593@example.com,6346699369,india
CUST3594,Customer_2594,female,43.0,mumbai,2027-02-07,2028-02-08,1044.0,4.0,user2594@example.com,2209446579,india
CUST3595,Customer_2595,female,51.0,chennai,2027-02-08,2028-02-09,34577.0,6.0,user2595@example.com,7820740540,india
CUST3596,Customer_2596,male,26.0,mumbai,2027-02-09,2028-02-10,24306.0,10.0,user2596@example.com,9848169901,india
CUST3597,Customer_2597,male,43.0,chennai,2027-02-10,2028-02-10,26684.0,9.0,user2597@example.com,7639261222,india
CUST3598,Customer_2598,female,48.0,chennai,2027-02-11,2028-02-12,25319.0,5.0,user2598@example.com,8014992762,india
CUST3599,Customer_2599,male,39.0,chennai,2027-02-12,2028-02-13,20164.0,4.0,user2599@example.com,3743520276,india
CUST3601,Customer_2601,male,28.0,hyderabad,2027-02-14,2028-02-15,23208.0,8.0,user2601@example.com,5997098398,india
CUST3603,Customer_2603,female,19.0,kolkata,2027-02-16,2028-02-17,7069.0,9.0,user2603@example.com,8856219082,india
CUST3605,Customer_2605,female,23.0,hyderabad,2027-02-18,2028-02-19,40868.0,9.0,user2605@example.com,9509946923,india
CUST3606,Customer_2606,female,34.0,hyderabad,2027-02-19,2028-02-20,9170.0,7.0,user2606@example.com,2762349550,india
CUST3607,Customer_2607,female,38.0,delhi,2027-02-20,2028-02-21,16368.0,9.0,user2607@example.com,5176474103,india
CUST3608,Customer_2608,female,37.0,kolkata,2027-02-21,2028-02-21,15955.0,2.0,user2608@example.com,8906843723,india
CUST3610,Customer_2610,female,25.0,mumbai,2027-02-23,2028-02-24,16498.0,8.0,user2610@example.com,9651661054,india
CUST3611,Customer_2611,female,59.0,mumbai,2027-02-24,2028-02-25,34972.0,5.0,user2611@example.com,6574225495,india
CUST3613,Customer_2613,female,22.0,mumbai,2027-02-26,2028-02-27,41722.0,3.0,user2613@example.com,9839490939,india
CUST3614,Customer_2614,female,31.0,hyderabad,2027-02-27,2028-02-28,42167.0,6.0,user2614@example.com,8218144438,india
CUST3615,Customer_2615,female,62.0,delhi,2027-02-28,2028-02-29,46833.0,3.0,user2615@example.com,2140651495,india
CUST3616,Customer_2616,female,37.0,chennai,2027-03-01,2028-03-01,44042.0,8.0,user2616@example.com,4560751514,india
CUST3617,Customer_2617,female,43.0,hyderabad,2027-03-02,2028-03-02,36036.0,4.0,user2617@example.com,1641911773,india
CUST3618,Customer_2618,male,63.0,delhi,2027-03-03,2028-03-03,49120.0,7.0,user2618@example.com,8120669494,india
CUST3619,Customer_2619,female,59.0,chennai,2027-03-04,2028-03-04,14774.0,5.0,user2619@example.com,2953852088,india
CUST3620,Customer_2620,male,33.0,chennai,2027-03-05,2028-03-05,47931.0,2.0,user2620@example.com,1511134899,india
CUST3621,Customer_2621,male,33.0,mumbai,2027-03-06,2028-03-06,6386.0,8.0,user2621@example.com,5956969917,india
CUST3622,Customer_2622,male,21.0,chennai,2027-03-07,2028-03-07,21149.0,4.0,user2622@example.com,5648478803,india
CUST3623,Customer_2623,male,26.0,chennai,2027-03-08,2028-03-08,5510.0,9.0,user2623@example.com,3869394981,india
CUST3624,Customer_2624,male,28.0,hyderabad,2027-03-09,2028-03-09,25319.0,8.0,user2624@example.com,6701840841,india
CUST3625,Customer_2625,male,27.0,chennai,2027-03-10,2028-03-10,6890.0,4.0,user2625@example.com,5304487463,india
CUST3626,Customer_2626,male,60.0,mumbai,2027-03-11,2028-03-11,18796.0,5.0,user2626@example.com,6749721796,india
CUST3628,Customer_2628,male,53.0,mumbai,2027-03-13,2028-03-13,36823.0,1.0,user2628@example.com,2960595466,india
CUST3629,Customer_2629,female,19.0,mumbai,2027-03-14,2028-03-14,2514.0,1.0,user2629@example.com,2072113513,india
CUST3630,Customer_2630,female,67.0,delhi,2027-03-15,2028-03-15,19436.0,10.0,user2630@example.com,4076302271,india
CUST3631,Customer_2631,male,21.0,kolkata,2027-03-16,2028-03-16,48361.0,3.0,user2631@example.com,6318587759,india
CUST3633,Customer_2633,female,67.0,delhi,2027-03-18,2028-03-18,68940.625,7.0,user2633@example.com,3893038170,india
CUST3634,Customer_2634,male,40.0,hyderabad,2027-03-19,2028-03-19,20813.0,4.0,user2634@example.com,3985588573,india
CUST3635,Customer_2635,male,50.0,mumbai,2027-03-20,2028-03-20,44561.0,6.0,user2635@example.com,5339700186,india
CUST3636,Customer_2636,female,62.0,hyderabad,2027-03-21,2028-03-21,25319.0,8.0,user2636@example.com,6087128529,india
CUST3637,Customer_2637,female,63.0,kolkata,2027-03-22,2028-03-22,25319.0,8.0,user2637@example.com,4218334700,india
CUST3638,Customer_2638,male,64.0,mumbai,2027-03-23,2028-03-23,3596.0,3.0,user2638@example.com,2258956935,india
CUST3639,Customer_2639,male,53.0,mumbai,2027-03-24,2028-03-24,9345.0,6.0,user2639@example.com,7805268567,india
CUST3640,Customer_2640,female,38.0,delhi,2027-03-25,2028-03-25,46444.0,7.0,user2640@example.com,7754113524,india
CUST3643,Customer_2643,male,43.0,mumbai,2027-03-28,2028-03-25,31337.0,9.0,user2643@example.com,8202270572,india
CUST3644,Customer_2644,female,19.0,kolkata,2027-03-29,2028-03-25,68940.625,5.0,user2644@example.com,2636952966,india
CUST3645,Customer_2645,male,30.0,kolkata,2027-03-30,2028-03-30,2239.0,8.0,user2645@example.com,9596525987,india
CUST3647,Customer_2647,female,23.0,hyderabad,2027-04-01,2028-04-01,5611.0,6.0,user2647@example.com,9571984711,india
CUST3648,Customer_2648,male,54.0,mumbai,2027-04-02,2028-04-02,25319.0,9.0,user2648@example.com,3842353990,india
CUST3649,Customer_2649,female,44.0,mumbai,2027-04-03,2028-04-03,6205.0,3.0,user2649@example.com,7462968022,india
CUST3650,Customer_2650,male,54.0,kolkata,2027-04-04,2028-04-04,5855.0,7.0,user2650@example.com,7624060651,india
CUST3651,Customer_2651,male,56.0,delhi,2027-04-05,2028-04-05,1199.0,8.0,user2651@example.com,2218906158,india
CUST3653,Customer_2653,female,31.0,chennai,2027-04-07,2028-04-07,12401.0,5.0,user2653@example.com,4198640928,india
CUST3654,Customer_2654,male,66.0,chennai,2027-04-08,2028-04-08,39770.0,5.0,user2654@example.com,9684351321,india
CUST3655,Customer_2655,male,42.0,chennai,2027-04-09,2028-04-09,35227.0,5.0,user2655@example.com,8691589568,india
CUST3656,Customer_2656,male,32.0,kolkata,2027-04-10,2028-04-10,20771.0,8.0,user2656@example.com,9732277466,india
CUST3657,Customer_2657,female,30.0,delhi,2027-04-11,2028-04-11,19883.0,6.0,user2657@example.com,8482647491,india
CUST3658,Customer_2658,female,67.0,chennai,2027-04-12,2028-04-12,45957.0,1.0,user2658@example.com,1097171903,india
CUST3659,Customer_2659,male,45.0,delhi,2027-04-13,2028-04-13,4143.0,3.0,user2659@example.com,6864676006,india
CUST3660,Customer_2660,female,67.0,hyderabad,2027-04-14,2028-04-14,25038.0,7.0,user2660@example.com,8751436890,india
CUST3662,Customer_2662,male,38.0,chennai,2027-04-16,2028-04-16,44574.0,10.0,user2662@example.com,2636108894,india
CUST3663,Customer_2663,male,32.0,hyderabad,2027-04-17,2028-04-17,24430.0,3.0,user2663@example.com,4311190881,india
CUST3664,Customer_2664,male,42.0,hyderabad,2027-04-18,2028-04-18,43625.0,6.0,user2664@example.com,2714474335,india
CUST3665,Customer_2665,female,43.0,mumbai,2027-04-19,2028-04-18,48249.0,4.0,user2665@example.com,6659513004,india
CUST3666,Customer_2666,female,61.0,chennai,2027-04-20,2028-04-20,45541.0,10.0,user2666@example.com,3403949588,india
CUST3667,Customer_2667,male,49.0,kolkata,2027-04-21,2028-04-21,34155.0,5.0,user2667@example.com,4268448519,india
CUST3668,Customer_2668,female,43.0,hyderabad,2027-04-22,2028-04-22,18723.0,9.0,user2668@example.com,8789967376,india
CUST3669,Customer_2669,female,34.0,chennai,2027-04-23,2028-04-23,46845.0,5.0,user2669@example.com,1954412454,india
CUST3671,Customer_2671,female,43.0,kolkata,2027-04-25,2028-04-25,14834.0,7.0,user2671@example.com,9781961031,india
CUST3672,Customer_2672,male,43.0,chennai,2027-04-26,2028-04-26,23969.0,8.0,user2672@example.com,9494952723,india
CUST3673,Customer_2673,male,40.0,mumbai,2027-04-27,2028-04-27,49359.0,1.0,user2673@example.com,8243289470,india
CUST3674,Customer_2674,male,43.0,hyderabad,2027-04-28,2028-04-28,35532.0,6.0,user2674@example.com,3592588868,india
CUST3675,Customer_2675,female,19.0,delhi,2027-04-29,2028-04-29,0.0,10.0,user2675@example.com,1963793036,india
CUST3677,Customer_2677,female,52.0,chennai,2027-05-01,2028-05-01,42319.0,8.0,user2677@example.com,3773217695,india
CUST3678,Customer_2678,male,62.0,mumbai,2027-05-02,2028-05-02,45552.0,5.0,user2678@example.com,4997839767,india
CUST3679,Customer_2679,female,35.0,delhi,2027-05-03,2028-05-03,32119.0,9.0,user2679@example.com,5060410893,india
CUST3680,Customer_2680,male,21.0,hyderabad,2027-05-04,2028-05-03,34409.0,1.0,user2680@example.com,968702268,india
CUST3681,Customer_2681,female,54.0,delhi,2027-05-05,2028-05-05,14569.0,1.0,user2681@example.com,1162921548,india
CUST3682,Customer_2682,male,24.0,chennai,2027-05-06,2028-05-06,42642.0,6.0,user2682@example.com,3079693365,india
CUST3683,Customer_2683,female,63.0,mumbai,2027-05-07,2028-05-07,25319.0,5.0,user2683@example.com,3348667380,india
CUST3684,Customer_2684,female,51.0,mumbai,2027-05-08,2028-05-08,10334.0,2.0,user2684@example.com,9569861194,india
CUST3685,Customer_2685,female,53.0,hyderabad,2027-05-09,2028-05-09,40873.0,10.0,user2685@example.com,6230191728,india
CUST3686,Customer_2686,female,39.0,chennai,2027-05-10,2028-05-10,25113.0,2.0,user2686@example.com,4981233687,india
CUST3687,Customer_2687,male,47.0,chennai,2027-05-11,2028-05-11,38504.0,1.0,user2687@example.com,9344541722,india
CUST3688,Customer_2688,male,34.0,chennai,2027-05-12,2028-05-12,3661.0,10.0,user2688@example.com,1775620169,india
CUST3689,Customer_2689,female,35.0,kolkata,2027-05-13,2028-05-13,46253.0,3.0,user2689@example.com,7494212030,india
CUST3690,Customer_2690,female,22.0,hyderabad,2027-05-14,2028-05-14,8944.0,2.0,user2690@example.com,1540330299,india
CUST3691,Customer_2691,female,26.0,delhi,2027-05-15,2028-05-15,8750.0,9.0,user2691@example.com,1148272798,india
CUST3692,Customer_2692,male,20.0,mumbai,2027-05-16,2028-05-16,25319.0,2.0,user2692@example.com,6235657027,india
CUST3693,Customer_2693,male,21.0,hyderabad,2027-05-17,2028-05-17,25319.0,6.0,user2693@example.com,2566003656,india
CUST3694,Customer_2694,female,26.0,mumbai,2027-05-18,2028-05-17,34958.0,1.0,user2694@example.com,9004615638,india
CUST3695,Customer_2695,male,58.0,kolkata,2027-05-19,2028-05-19,35810.0,1.0,user2695@example.com,7985510738,india
CUST3696,Customer_2696,male,57.0,hyderabad,2027-05-20,2028-05-20,19311.0,7.0,user2696@example.com,6107619774,india
CUST3697,Customer_2697,female,43.0,mumbai,2027-05-21,2028-05-21,17030.0,1.0,user2697@example.com,5416466689,india
CUST3698,Customer_2698,male,36.0,hyderabad,2027-05-22,2028-05-22,29351.0,8.0,user2698@example.com,8523879133,india
CUST3699,Customer_2699,female,43.0,kolkata,2027-05-23,2028-05-23,25319.0,7.0,user2699@example.com,2826581953,india
CUST3700,Customer_2700,male,59.0,chennai,2027-05-24,2028-05-24,15128.0,1.0,user2700@example.com,3217953934,india
CUST3701,Customer_2701,male,42.0,kolkata,2027-05-25,2028-05-25,35971.0,8.0,user2701@example.com,6935228339,india
CUST3702,Customer_2702,male,43.0,mumbai,2027-05-26,2028-05-26,48359.0,3.0,user2702@example.com,4625243146,india
CUST3703,Customer_2703,female,36.0,mumbai,2027-05-27,2028-05-27,11220.0,2.0,user2703@example.com,2079933639,india
CUST3704,Customer_2704,male,47.0,delhi,2027-05-28,2028-05-28,12207.0,10.0,user2704@example.com,2505849663,india
CUST3705,Customer_2705,female,68.0,delhi,2027-05-29,2028-05-29,2290.0,2.0,user2705@example.com,2293010633,india
CUST3706,Customer_2706,male,54.0,hyderabad,2027-05-30,2028-05-30,4496.0,10.0,user2706@example.com,4756840556,india
CUST3707,Customer_2707,female,42.0,mumbai,2027-05-31,2028-05-31,11917.0,6.0,user2707@example.com,3280661684,india
CUST3708,Customer_2708,female,54.0,mumbai,2027-06-01,2028-06-01,40556.0,5.0,user2708@example.com,9506834759,india
CUST3709,Customer_2709,female,20.0,chennai,2027-06-02,2028-06-02,25319.0,8.0,user2709@example.com,9920528923,india
CUST3710,Customer_2710,female,42.0,mumbai,2027-06-03,2028-06-03,25319.0,5.0,user2710@example.com,2125270037,india
CUST3711,Customer_2711,female,37.0,hyderabad,2027-06-04,2028-06-04,25319.0,1.0,user2711@example.com,5100094488,india
CUST3713,Customer_2713,female,31.0,hyderabad,2027-06-06,2028-06-06,25319.0,10.0,user2713@example.com,2109866332,india
CUST3714,Customer_2714,female,48.0,kolkata,2027-06-07,2028-06-07,45451.0,6.0,user2714@example.com,6188718406,india
CUST3715,Customer_2715,female,57.0,mumbai,2027-06-08,2028-06-08,5382.0,8.0,user2715@example.com,4296912379,india
CUST3716,Customer_2716,male,49.0,delhi,2027-06-09,2028-06-08,11405.0,2.0,user2716@example.com,2543660963,india
CUST3717,Customer_2717,male,25.0,mumbai,2027-06-10,2028-06-10,18542.0,6.0,user2717@example.com,5460742195,india
CUST3718,Customer_2718,female,50.0,kolkata,2027-06-11,2028-06-11,25319.0,5.0,user2718@example.com,3130297070,india
CUST3719,Customer_2719,female,21.0,chennai,2027-06-12,2028-06-12,28077.0,3.0,user2719@example.com,2043025285,india
CUST3720,Customer_2720,female,43.0,chennai,2027-06-13,2028-06-13,6260.0,9.0,user2720@example.com,1771380727,india
CUST3721,Customer_2721,male,24.0,chennai,2027-06-14,2028-06-14,8105.0,8.0,user2721@example.com,7921417797,india
CUST3722,Customer_2722,female,66.0,hyderabad,2027-06-15,2028-06-15,25319.0,4.0,user2722@example.com,9575361900,india
CUST3723,Customer_2723,male,60.0,mumbai,2027-06-16,2028-06-15,25319.0,5.0,user2723@example.com,8545259812,india
CUST3725,Customer_2725,male,48.0,chennai,2027-06-18,2028-06-18,20050.0,9.0,user2725@example.com,4717061104,india
CUST3726,Customer_2726,female,67.0,chennai,2027-06-19,2028-06-19,32716.0,7.0,user2726@example.com,7523943924,india
CUST3727,Customer_2727,female,50.0,mumbai,2027-06-20,2028-06-20,30734.0,7.0,user2727@example.com,5210077117,india
CUST3728,Customer_2728,male,47.0,delhi,2027-06-21,2028-06-21,2810.0,8.0,user2728@example.com,6998894445,india
CUST3729,Customer_2729,male,32.0,mumbai,2027-06-22,2028-06-22,4595.0,1.0,user2729@example.com,2048628107,india
CUST3730,Customer_2730,male,28.0,mumbai,2027-06-23,2028-06-23,2499.0,7.0,user2730@example.com,4153480464,india
CUST3731,Customer_2731,female,25.0,mumbai,2027-06-24,2028-06-24,24067.0,6.0,user2731@example.com,2486365115,india
CUST3732,Customer_2732,female,20.0,delhi,2027-06-25,2028-06-25,10690.0,10.0,user2732@example.com,5243723107,india
CUST3733,Customer_2733,female,55.0,mumbai,2027-06-26,2028-06-26,25319.0,5.0,user2733@example.com,5938288651,india
CUST3734,Customer_2734,female,61.0,delhi,2027-06-27,2028-06-27,47771.0,8.0,user2734@example.com,9598665673,india
CUST3735,Customer_2735,male,26.0,mumbai,2027-06-28,2028-06-28,44351.0,5.0,user2735@example.com,3638556360,india
CUST3736,Customer_2736,female,28.0,hyderabad,2027-06-29,2028-06-29,37579.0,2.0,user2736@example.com,5247267417,india
CUST3737,Customer_2737,female,20.0,kolkata,2027-06-30,2028-06-30,38555.0,10.0,user2737@example.com,2809800115,india
CUST3738,Customer_2738,female,46.0,hyderabad,2027-07-01,2028-07-01,10420.0,1.0,user2738@example.com,1678660133,india
CUST3739,Customer_2739,male,43.0,delhi,2027-07-02,2028-07-01,10057.0,7.0,user2739@example.com,5387631107,india
CUST3740,Customer_2740,female,44.0,hyderabad,2027-07-03,2028-07-03,19946.0,10.0,user2740@example.com,5525082013,india
CUST3741,Customer_2741,male,43.0,mumbai,2027-07-04,2028-07-04,37861.0,5.0,user2741@example.com,4417927991,india
CUST3742,Customer_2742,male,25.0,kolkata,2027-07-05,2028-07-05,25319.0,2.0,user2742@example.com,2219722587,india
CUST3743,Customer_2743,male,34.0,delhi,2027-07-06,2028-07-06,3945.0,2.0,user2743@example.com,999335348,india
CUST3744,Customer_2744,female,31.0,hyderabad,2027-07-07,2028-07-07,46394.0,3.0,user2744@example.com,9833314354,india
CUST3747,Customer_2747,female,45.0,mumbai,2027-07-10,2028-07-10,16747.0,6.0,user2747@example.com,9079683696,india
CUST3748,Customer_2748,male,50.0,delhi,2027-07-11,2028-07-11,37438.0,10.0,user2748@example.com,4414076490,india
CUST3749,Customer_2749,male,49.0,delhi,2027-07-12,2028-07-11,25319.0,9.0,user2749@example.com,1914292909,india
CUST3750,Customer_2750,male,19.0,delhi,2027-07-13,2028-07-13,0.0,7.0,user2750@example.com,5888686234,india
CUST3751,Customer_2751,female,43.0,hyderabad,2027-07-14,2028-07-14,2394.0,1.0,user2751@example.com,5248331959,india
CUST3752,Customer_2752,female,67.0,kolkata,2027-07-15,2028-07-15,37063.0,2.0,user2752@example.com,6650999132,india
CUST3753,Customer_2753,male,48.0,chennai,2027-07-16,2028-07-16,11938.0,6.0,user2753@example.com,4630709826,india
CUST3754,Customer_2754,male,53.0,mumbai,2027-07-17,2028-07-17,18979.0,5.0,user2754@example.com,5568758419,india
CUST3755,Customer_2755,female,42.0,mumbai,2027-07-18,2028-07-18,38091.0,5.0,user2755@example.com,7394073000,india
CUST3757,Customer_2757,male,48.0,mumbai,2027-07-20,2028-07-20,1031.0,4.0,user2757@example.com,1955476798,india
CUST3758,Customer_2758,female,18.0,mumbai,2027-07-21,2028-07-21,25139.0,9.0,user2758@example.com,8497256154,india
CUST3760,Customer_2760,female,41.0,chennai,2027-07-23,2028-07-23,22618.0,1.0,user2760@example.com,3844143460,india
CUST3761,Customer_2761,female,43.0,mumbai,2027-07-24,2028-07-24,11730.0,9.0,user2761@example.com,1054129100,india
CUST3762,Customer_2762,male,18.0,delhi,2027-07-25,2028-07-25,20116.0,7.0,user2762@example.com,5278474881,india
CUST3763,Customer_2763,female,56.0,chennai,2027-07-26,2028-07-26,25319.0,8.0,user2763@example.com,2342738069,india
CUST3765,Customer_2765,male,34.0,chennai,2027-07-28,2028-07-26,40898.0,7.0,user2765@example.com,2562203157,india
CUST3766,Customer_2766,male,62.0,hyderabad,2027-07-29,2028-07-29,45975.0,3.0,user2766@example.com,6271807359,india
CUST3767,Customer_2767,female,24.0,hyderabad,2027-07-30,2028-07-30,24116.0,10.0,user2767@example.com,4425727281,india
CUST3769,Customer_2769,male,41.0,kolkata,2027-08-01,2028-08-01,23731.0,6.0,user2769@example.com,3990587121,india
CUST3770,Customer_2770,male,43.0,delhi,2027-08-02,2028-08-02,1622.0,5.0,user2770@example.com,3621703180,india
CUST3771,Customer_2771,female,29.0,hyderabad,2027-08-03,2028-08-03,17755.0,5.0,user2771@example.com,7229026115,india
CUST3772,Customer_2772,male,40.0,mumbai,2027-08-04,2028-08-04,46164.0,7.0,user2772@example.com,3238191361,india
