index,Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
3163,CUST4163,Customer_3163,F,39,hyderabad,2028-08-29 00:00:00,2029-08-30 00:00:00,15408.0,2.0,user3163@example.com,8147940892,India
3164,CUST4164,Customer_3164,M,53,Hyderabad,2028-08-30 00:00:00,2029-08-31 00:00:00,6900.0,1.0,user3164@example.com,5279812249,India
3165,CUST4165,Customer_3165,M,NaN,Delhi,2028-08-31 00:00:00,2029-09-01 00:00:00,26840.0,2.0,user3165@example.com,7428819119,India
3166,CUST4166,Customer_3166,M,27,Kolkata,2028-09-01 00:00:00,2029-09-02 00:00:00,46253.0,10.0,user3166@example.com,1776969892,India
3167,NaN,Customer_3167,F,26,Mumbai,2028-09-02 00:00:00,2029-09-03 00:00:00,10940.0,10.0,user3167@example.com,7532490112,India
3168,CUST4168,Customer_3168,M,51,Hyderabad,2028-09-03 00:00:00,2029-09-04 00:00:00,15266.0,8.0,user3168@example.com,5110960967,India
3169,CUST4169,Customer_3169,M,21,DELHI,2028-09-04 00:00:00,2029-09-05 00:00:00,16042.0,9.0,user3169@example.com,2527913453,India
3170,CUST4170,Customer_3170,NaN,41,HYDERABAD,2028-09-05 00:00:00,2029-09-06 00:00:00,NaN,7.0,user3170@example.com,4586311200,NaN
3171,CUST4171,Customer_3171,M,33 years,NaN,2028-09-06 00:00:00,2029-09-07 00:00:00,35938.0,10.0,user3171@example.com,8941565930,india
3172,NaN,Customer_3172,M,31,Mumbai,2028-09-07 00:00:00,2029-09-08 00:00:00,12304.0,6.0,user3172@example.com,9869328479,NaN
3173,CUST4173,Customer_3173,M,53,Mumbai,2028-09-08 00:00:00,2029-09-09 00:00:00,48459.0,5.0,user3173@example.com,7725371508,India
3174,CUST4174,Customer_3174,M,44,NaN,2028-09-09 00:00:00,2029-09-10 00:00:00,3642.0,8.0,user3174@example.com,1469955191,India
3175,CUST4175,Customer_3175,F,64,chennai,2028-09-10 00:00:00,2029-09-11 00:00:00,4882.0,1.0,user3175@example.com,8629026692,india
3176,CUST4176,Customer_3176,f,27 years,hyderabad,2028-09-11 00:00:00,2029-09-12 00:00:00,9508.0,9.0,user3176@example.com,3456983383,india
3177,CUST4177,Customer_3177,NaN,67,Mumbai,2028-09-12 00:00:00,2029-09-13 00:00:00,9010.0,5.0,user3177@example.com,4708118094,India
3178,CUST4178,Customer_3178,NaN,57,Chennai,2028-09-13 00:00:00,2029-09-14 00:00:00,-500.0,4.0,user3178@example.com,6380163982,india
3179,CUST4179,Customer_3179,F,54,Hyderabad,2028-09-14 00:00:00,2029-09-15 00:00:00,21245.0,2.0,user3179@example.com,9884878698,India
3180,CUST4180,Customer_3180,FEMALE,59,NaN,2028-09-15 00:00:00,2029-09-16 00:00:00,42262.0,5.0,user3180@example.com,8212300744,india
3181,CUST4181,Customer_3181,F,21,delhi,2028-09-16 00:00:00,2029-09-17 00:00:00,43812.0,1.0,user3181@example.com,5525057654,India
3182,NaN,Customer_3182,female,35 years,Delhi,2028-09-17 00:00:00,2029-09-18 00:00:00,11342.0,NaN,user3182@example.com,7356986928,India
3183,CUST4183,Customer_3183,male,32,Chennai,2028-09-18 00:00:00,2029-09-19 00:00:00,40757.0,5.0,user3183@example.com,8879649877,India
3184,CUST4184,Customer_3184,M,45,NaN,2028-09-19 00:00:00,2029-09-20 00:00:00,26580.0,1.0,user3184@example.com,4695381225,NaN
3185,CUST4185,Customer_3185,M,45 years,Hyderabad,2028-09-20 00:00:00,NaT,29835.0,9.0,user3185@example.com,4196385946,NaN
3186,CUST4186,Customer_3186,F,53,Hyderabad,2028-09-21 00:00:00,NaT,19492.0,5.0,user3186@example.com,6131979695,India
3187,CUST4187,Customer_3187,M,44,Chennai,2028-09-22 00:00:00,2029-09-23 00:00:00,21613.0,5.0,user3187@example.com,7290026587,India
3188,CUST4188,Customer_3188,M,63,Chennai,2028-09-23 00:00:00,2029-09-24 00:00:00,47149.0,6.0,user3188@example.com,7528393968,India
3189,NaN,Customer_3189,NaN,36,Hyderabad,2028-09-24 00:00:00,2029-09-25 00:00:00,37352.0,NaN,user3189@example.com,1642112938,India
3190,CUST4190,Customer_3190,M,53,Mumbai,2028-09-25 00:00:00,NaT,35018.0,2.0,user3190@example.com,1765229221,India
3191,CUST4191,Customer_3191,M,51,Kolkata,2028-09-26 00:00:00,NaT,33519.0,10.0,user3191@example.com,4439752345,India
3192,CUST4192,Customer_3192,M,69,NaN,2028-09-27 00:00:00,NaT,31280.0,5.0,user3192@example.com,6002177158,India
3193,CUST4193,Customer_3193,F,32,Hyderabad,2028-09-28 00:00:00,2029-09-29 00:00:00,21011.0,NaN,user3193@example.com,1055346782,India
3194,CUST4194,Customer_3194,F,31,chennai,2028-09-29 00:00:00,NaT,40777.0,2.0,user3194@example.com,1792788132,india
3195,CUST4195,Customer_3195,M,56,Delhi,2028-09-30 00:00:00,2029-10-01 00:00:00,40629.0,8.0,user3195@example.com,3971172806,india
3196,CUST4196,Customer_3196,M,45,hyderabad,2028-10-01 00:00:00,NaT,30459.0,3.0,user3196@example.com,9840175170,India
3197,CUST4197,Customer_3197,NaN,45,MUMBAI,2028-10-02 00:00:00,2029-10-03 00:00:00,10831.0,7.0,user3197@example.com,6358672652,India
3198,CUST4198,Customer_3198,M,27,Delhi,2028-10-03 00:00:00,2029-10-04 00:00:00,20553.0,4.0,user3198@example.com,3989454164,India
3199,CUST4199,Customer_3199,F,NaN,Chennai,2028-10-04 00:00:00,2029-10-05 00:00:00,18824.0,NaN,user3199@example.com,3564211216,India
3200,CUST4200,Customer_3200,M,64,Hyderabad,2028-10-05 00:00:00,2029-10-06 00:00:00,25717.0,NaN,user3200@example.com,7769271373,india
3201,CUST4201,Customer_3201,NaN,NaN,CHENNAI,2028-10-06 00:00:00,2029-10-07 00:00:00,47525.0,3.0,user3201@example.com,9750901691,India
3202,CUST4202,Customer_3202,M,18,NaN,2028-10-07 00:00:00,2029-10-08 00:00:00,18377.0,NaN,user3202@example.com,4165260914,india
3203,CUST4203,Customer_3203,female,39,MUMBAI,2028-10-08 00:00:00,2029-10-09 00:00:00,NaN,1.0,user3203@example.com,8069939208,India
3204,CUST4204,Customer_3204,F,58,Delhi,2028-10-09 00:00:00,2029-10-10 00:00:00,24922.0,3.0,user3204@example.com,2808879928,NaN
3205,CUST4205,Customer_3205,M,31,NaN,2028-10-10 00:00:00,2029-10-11 00:00:00,46580.0,9.0,user3205@example.com,9882011747,india
3206,CUST4206,Customer_3206,M,41,Hyderabad,2028-10-11 00:00:00,2029-10-12 00:00:00,33977.0,5.0,user3206@example.com,5962594688,India
3207,CUST4207,Customer_3207,M,53,MUMBAI,2028-10-12 00:00:00,2029-10-13 00:00:00,46178.0,5.0,user3207@example.com,1892690975,india
3208,CUST4208,Customer_3208,F,26 years,KOLKATA,2028-10-13 00:00:00,2029-10-14 00:00:00,19555.0,8.0,user3208@example.com,6496933872,India
3209,CUST4209,Customer_3209,F,63,Mumbai,2028-10-14 00:00:00,2029-10-15 00:00:00,16521.0,1.0,user3209@example.com,2457365600,India
3210,CUST4210,Customer_3210,F,52 years,CHENNAI,2028-10-15 00:00:00,2029-10-16 00:00:00,NaN,3.0,user3210@example.com,9900662141,India
3211,CUST4211,Customer_3211,M,64,hyderabad,2028-10-16 00:00:00,2029-10-17 00:00:00,NaN,8.0,user3211@example.com,9401109057,India
3212,CUST4212,Customer_3212,m,NaN,NaN,2028-10-17 00:00:00,2029-10-18 00:00:00,48802.0,2.0,user3212@example.com,8796815040,India
3213,CUST4213,Customer_3213,M,46,Chennai,2028-10-18 00:00:00,2029-10-19 00:00:00,22307.0,8.0,user3213@example.com,7339946033,India
3214,CUST4214,Customer_3214,F,NaN,Delhi,2028-10-19 00:00:00,2029-10-20 00:00:00,NaN,9.0,user3214@example.com,2621345230,NaN
3215,CUST4215,Customer_3215,F,25,Hyderabad,2028-10-20 00:00:00,NaT,4064.0,2.0,user3215@example.com,1899160624,india
3216,NaN,Customer_3216,FEMALE,21,Chennai,2028-10-21 00:00:00,2029-10-22 00:00:00,40461.0,6.0,user3216@example.com,1041565208,India
3217,CUST4217,Customer_3217,m,43,chennai,2028-10-22 00:00:00,2029-10-23 00:00:00,11401.0,5.0,user3217@example.com,9798293867,India
3218,CUST4218,Customer_3218,F,NaN,NaN,2028-10-23 00:00:00,2029-10-24 00:00:00,16842.0,9.0,user3218@example.com,4673892900,India
3219,CUST4219,Customer_3219,F,51 years,CHENNAI,2028-10-24 00:00:00,NaT,5629.0,1.0,user3219@example.com,3408502607,NaN
3220,CUST4220,Customer_3220,m,21,NaN,2028-10-25 00:00:00,2029-10-26 00:00:00,31977.0,3.0,user3220@example.com,1142736868,India
3221,NaN,Customer_3221,female,49,HYDERABAD,2028-10-26 00:00:00,2029-10-27 00:00:00,27704.0,NaN,user3221@example.com,2602839834,India
3222,CUST4222,Customer_3222,M,58,Hyderabad,2028-10-27 00:00:00,2029-10-28 00:00:00,31725.0,1.0,user3222@example.com,5686560729,india
3223,CUST4223,Customer_3223,M,63,Chennai,2028-10-28 00:00:00,2029-10-29 00:00:00,24179.0,7.0,user3223@example.com,6291398497,India
3224,CUST4224,Customer_3224,NaN,NaN,Chennai,2028-10-29 00:00:00,2029-10-30 00:00:00,39764.0,2.0,user3224@example.com,7730688891,India
3225,CUST4225,Customer_3225,M,68,Kolkata,2028-10-30 00:00:00,2029-10-31 00:00:00,NaN,5.0,user3225@example.com,3995321923,India
3226,NaN,Customer_3226,M,33,Kolkata,2028-10-31 00:00:00,2029-11-01 00:00:00,NaN,9.0,user3226@example.com,9995155995,India
3227,CUST4227,Customer_3227,F,27,delhi,2028-11-01 00:00:00,2029-11-02 00:00:00,28807.0,6.0,user3227@example.com,8311998098,india
3228,CUST4228,Customer_3228,M,24,Mumbai,2028-11-02 00:00:00,2029-11-03 00:00:00,13564.0,1.0,user3228@example.com,7414534787,india
3229,CUST4229,Customer_3229,F,18,Delhi,2028-11-03 00:00:00,2029-11-04 00:00:00,32127.0,1.0,user3229@example.com,5491516320,India
3230,CUST4230,Customer_3230,M,68,Mumbai,2028-11-04 00:00:00,NaT,2345.0,2.0,user3230@example.com,6733887629,india
3231,CUST4231,Customer_3231,F,20,Chennai,2028-11-05 00:00:00,2029-11-06 00:00:00,6435.0,6.0,user3231@example.com,1040968632,India
3232,CUST4232,Customer_3232,F,38,Mumbai,2028-11-06 00:00:00,2029-11-07 00:00:00,6573.0,6.0,user3232@example.com,1065869548,India
3233,NaN,Customer_3233,F,57,Kolkata,2028-11-07 00:00:00,2029-11-08 00:00:00,NaN,5.0,user3233@example.com,8700896371,india
3234,CUST4234,Customer_3234,M,47,Delhi,2028-11-08 00:00:00,2029-11-09 00:00:00,20121.0,3.0,user3234@example.com,9626496145,India
3235,CUST4235,Customer_3235,F,34,CHENNAI,2028-11-09 00:00:00,2029-11-10 00:00:00,24162.0,2.0,user3235@example.com,966211109,India
3236,NaN,Customer_3236,F,44,Kolkata,2028-11-10 00:00:00,2029-11-11 00:00:00,19583.0,1.0,user3236@example.com,7392662492,India
3237,CUST4237,Customer_3237,F,25,mumbai,2028-11-11 00:00:00,2029-11-12 00:00:00,23005.0,NaN,user3237@example.com,9555407389,India
3238,CUST4238,Customer_3238,NaN,21,NaN,2028-11-12 00:00:00,2029-11-13 00:00:00,43644.0,5.0,user3238@example.com,1071080344,NaN
3239,CUST4239,Customer_3239,FEMALE,18,Hyderabad,2028-11-13 00:00:00,2029-11-14 00:00:00,4684.0,6.0,user3239@example.com,1876620031,NaN
3240,CUST4240,Customer_3240,M,26,Kolkata,2028-11-14 00:00:00,2029-11-15 00:00:00,6303.0,NaN,user3240@example.com,3230302451,India
3241,CUST4241,Customer_3241,F,36,Hyderabad,2028-11-15 00:00:00,2029-11-16 00:00:00,NaN,2.0,user3241@example.com,3925030245,India
3242,CUST4242,Customer_3242,F,NaN,Mumbai,2028-11-16 00:00:00,2029-11-17 00:00:00,NaN,NaN,user3242@example.com,8045642651,India
3243,CUST4243,Customer_3243,NaN,47,Chennai,2028-11-17 00:00:00,NaT,NaN,10.0,user3243@example.com,6280987363,India
3244,CUST4244,Customer_3244,M,NaN,mumbai,2028-11-18 00:00:00,2029-11-19 00:00:00,32690.0,5.0,user3244@example.com,5880656421,India
3245,NaN,Customer_3245,F,NaN,Hyderabad,2028-11-19 00:00:00,2029-11-20 00:00:00,26551.0,10.0,user3245@example.com,5998158283,India
3246,CUST4246,Customer_3246,F,47,mumbai,2028-11-20 00:00:00,2029-11-21 00:00:00,34576.0,8.0,user3246@example.com,6120272453,India
3247,CUST4247,Customer_3247,F,39,NaN,2028-11-21 00:00:00,2029-11-22 00:00:00,35286.0,6.0,user3247@example.com,6181645795,India
3248,CUST4248,Customer_3248,M,26,NaN,2028-11-22 00:00:00,2029-11-23 00:00:00,NaN,6.0,user3248@example.com,4526934855,India
3249,CUST4249,Customer_3249,F,NaN,Hyderabad,2028-11-23 00:00:00,NaT,8502.0,1.0,user3249@example.com,6552386178,india
3250,CUST4250,Customer_3250,male,NaN,Chennai,2028-11-24 00:00:00,NaT,35620.0,6.0,user3250@example.com,1150130560,NaN
3251,NaN,Customer_3251,M,68,kolkata,2028-11-25 00:00:00,2029-11-26 00:00:00,NaN,1.0,user3251@example.com,8631717377,India
3252,CUST4252,Customer_3252,M,38,Delhi,2028-11-26 00:00:00,2029-11-27 00:00:00,27301.0,8.0,user3252@example.com,4186901660,India
3253,CUST4253,Customer_3253,F,45,NaN,2028-11-27 00:00:00,2029-11-28 00:00:00,27400.0,8.0,user3253@example.com,6685022945,india
3254,CUST4254,Customer_3254,F,40,NaN,2028-11-28 00:00:00,2029-11-29 00:00:00,7622.0,5.0,user3254@example.com,9545437395,india
3255,CUST4255,Customer_3255,F,38,Mumbai,2028-11-29 00:00:00,2029-11-30 00:00:00,6627.0,10.0,user3255@example.com,9342997727,india
3256,CUST4256,Customer_3256,NaN,NaN,Kolkata,2028-11-30 00:00:00,2029-12-01 00:00:00,4356.0,2.0,user3256@example.com,2875030809,India
3257,CUST4257,Customer_3257,M,64,delhi,2028-12-01 00:00:00,2029-12-02 00:00:00,28083.0,NaN,user3257@example.com,5214879298,India
3258,CUST4258,Customer_3258,M,49,MUMBAI,2028-12-02 00:00:00,2029-12-03 00:00:00,19002.0,4.0,user3258@example.com,3846748955,India
3259,CUST4259,Customer_3259,F,49,Delhi,2028-12-03 00:00:00,2029-12-04 00:00:00,42461.0,3.0,user3259@example.com,4071263278,India
3260,CUST4260,Customer_3260,M,32,Mumbai,2028-12-04 00:00:00,2029-12-05 00:00:00,17154.0,1.0,user3260@example.com,2923230286,India
3261,CUST4261,Customer_3261,M,41,Kolkata,2028-12-05 00:00:00,2029-12-06 00:00:00,28161.0,8.0,user3261@example.com,7966333305,NaN
3262,CUST4262,Customer_3262,female,59,DELHI,2028-12-06 00:00:00,2029-12-07 00:00:00,21902.0,10.0,user3262@example.com,9996914741,India
3263,NaN,Customer_3263,male,28,NaN,2028-12-07 00:00:00,2029-12-08 00:00:00,36482.0,NaN,user3263@example.com,6161402378,India
3264,CUST4264,Customer_3264,F,49,Delhi,2028-12-08 00:00:00,2029-12-09 00:00:00,3622.0,6.0,user3264@example.com,5066835465,India
3265,CUST4265,Customer_3265,NaN,61,Delhi,2028-12-09 00:00:00,2029-12-10 00:00:00,33160.0,2.0,user3265@example.com,7731936084,India
3266,CUST4266,Customer_3266,F,27,delhi,2028-12-10 00:00:00,2029-12-11 00:00:00,45867.0,2.0,user3266@example.com,6418192328,India
3267,NaN,Customer_3267,M,28,Kolkata,2028-12-11 00:00:00,2029-12-12 00:00:00,27510.0,6.0,user3267@example.com,6400941162,india
3268,CUST4268,Customer_3268,M,21,Kolkata,2028-12-12 00:00:00,2029-12-13 00:00:00,42011.0,2.0,user3268@example.com,6313930394,India
3269,CUST4269,Customer_3269,M,25,Kolkata,2028-12-13 00:00:00,2029-12-14 00:00:00,25267.0,10.0,user3269@example.com,6548486789,india
3270,CUST4270,Customer_3270,F,55,KOLKATA,2028-12-14 00:00:00,2029-12-15 00:00:00,17999.0,NaN,user3270@example.com,2524466222,India
3271,CUST4271,Customer_3271,M,47,kolkata,2028-12-15 00:00:00,NaT,13653.0,8.0,user3271@example.com,2457104664,India
3272,CUST4272,Customer_3272,M,67,Kolkata,2028-12-16 00:00:00,NaT,46647.0,NaN,user3272@example.com,5096048622,india
3273,CUST4273,Customer_3273,M,48,Chennai,2028-12-17 00:00:00,2029-12-18 00:00:00,48844.0,5.0,user3273@example.com,3556548506,India
3274,CUST4274,Customer_3274,M,NaN,Delhi,2028-12-18 00:00:00,NaT,38379.0,2.0,user3274@example.com,7618070688,India
3275,NaN,Customer_3275,F,67,Delhi,2028-12-19 00:00:00,2029-12-20 00:00:00,1982.0,10.0,user3275@example.com,6331859510,india
3276,NaN,Customer_3276,F,30,Mumbai,2028-12-20 00:00:00,2029-12-21 00:00:00,24393.0,8.0,user3276@example.com,8317696053,India
3277,CUST4277,Customer_3277,M,NaN,CHENNAI,2028-12-21 00:00:00,NaT,4233.0,9.0,user3277@example.com,8040478171,India
3278,CUST4278,Customer_3278,M,53,Chennai,2028-12-22 00:00:00,2029-12-23 00:00:00,35242.0,6.0,user3278@example.com,2701902896,India
3279,CUST4279,Customer_3279,female,48,chennai,2028-12-23 00:00:00,2029-12-24 00:00:00,40832.0,6.0,user3279@example.com,5857883950,India
3280,CUST4280,Customer_3280,F,53,Hyderabad,2028-12-24 00:00:00,2029-12-25 00:00:00,48905.0,3.0,user3280@example.com,6798614418,India
3281,CUST4281,Customer_3281,M,25,KOLKATA,2028-12-25 00:00:00,2029-12-26 00:00:00,14536.0,5.0,user3281@example.com,9260887243,India
3282,CUST4282,Customer_3282,FEMALE,53,kolkata,2028-12-26 00:00:00,2029-12-27 00:00:00,47131.0,10.0,user3282@example.com,4470815470,india
3283,CUST4283,Customer_3283,M,32,HYDERABAD,2028-12-27 00:00:00,2029-12-28 00:00:00,26928.0,10.0,user3283@example.com,5326410868,India
3284,CUST4284,Customer_3284,M,40 years,Chennai,2028-12-28 00:00:00,2029-12-29 00:00:00,33402.0,2.0,user3284@example.com,2568144153,india
3285,NaN,Customer_3285,FEMALE,60,Kolkata,2028-12-29 00:00:00,2029-12-30 00:00:00,27899.0,8.0,user3285@example.com,6420131984,India
3286,NaN,Customer_3286,M,60,chennai,2028-12-30 00:00:00,NaT,45001.0,7.0,user3286@example.com,3892842956,NaN
3287,CUST4287,Customer_3287,M,38,Chennai,2028-12-31 00:00:00,2030-01-01 00:00:00,NaN,5.0,user3287@example.com,9884633995,India
3288,CUST4288,Customer_3288,M,34,Mumbai,2029-01-01 00:00:00,NaT,43762.0,6.0,user3288@example.com,4806731599,india
3289,CUST4289,Customer_3289,NaN,44,Chennai,2029-01-02 00:00:00,2030-01-03 00:00:00,5236.0,8.0,user3289@example.com,4553320371,India
3290,CUST4290,Customer_3290,male,20,KOLKATA,2029-01-03 00:00:00,2030-01-04 00:00:00,43480.0,NaN,user3290@example.com,8598178000,India
3291,CUST4291,Customer_3291,M,41,Hyderabad,2029-01-04 00:00:00,2030-01-05 00:00:00,41421.0,NaN,user3291@example.com,9539027431,India
3292,CUST4292,Customer_3292,M,30,Hyderabad,2029-01-05 00:00:00,2030-01-06 00:00:00,13998.0,9.0,user3292@example.com,5644937580,india
3293,CUST4293,Customer_3293,F,NaN,Chennai,2029-01-06 00:00:00,2030-01-07 00:00:00,12439.0,4.0,user3293@example.com,8400736894,India
3294,CUST4294,Customer_3294,F,39,NaN,2029-01-07 00:00:00,2030-01-08 00:00:00,27119.0,1.0,user3294@example.com,7476349716,India
3295,CUST4295,Customer_3295,F,34,Mumbai,2029-01-08 00:00:00,2030-01-09 00:00:00,NaN,4.0,user3295@example.com,2972202482,India
3296,CUST4296,Customer_3296,F,41,Chennai,2029-01-09 00:00:00,2030-01-10 00:00:00,10735.0,4.0,user3296@example.com,2291242912,India
3297,CUST4297,Customer_3297,M,31,Delhi,2029-01-10 00:00:00,2030-01-11 00:00:00,2567.0,9.0,user3297@example.com,7710376679,NaN
3298,CUST4298,Customer_3298,M,54,DELHI,2029-01-11 00:00:00,2030-01-12 00:00:00,40284.0,4.0,user3298@example.com,2665131633,India
3299,CUST4299,Customer_3299,F,66 years,Chennai,2029-01-12 00:00:00,2030-01-13 00:00:00,11313.0,8.0,user3299@example.com,5791777409,India
3300,CUST4300,Customer_3300,F,53,Hyderabad,2029-01-13 00:00:00,2030-01-14 00:00:00,26300.0,1.0,user3300@example.com,9413985123,India
3301,CUST4301,Customer_3301,f,57,hyderabad,2029-01-14 00:00:00,2030-01-15 00:00:00,43605.0,NaN,user3301@example.com,7658873556,India
3302,CUST4302,Customer_3302,F,35,Chennai,2029-01-15 00:00:00,2030-01-16 00:00:00,10117.0,3.0,user3302@example.com,4507752399,india
3303,CUST4303,Customer_3303,M,37,Delhi,2029-01-16 00:00:00,NaT,21127.0,3.0,user3303@example.com,2780617436,India
3304,CUST4304,Customer_3304,NaN,20,mumbai,2029-01-17 00:00:00,2030-01-18 00:00:00,36245.0,10.0,user3304@example.com,4841852553,India
3305,NaN,Customer_3305,NaN,NaN,Chennai,2029-01-18 00:00:00,2030-01-19 00:00:00,34864.0,3.0,user3305@example.com,1330175271,India
3306,CUST4306,Customer_3306,F,66,chennai,2029-01-19 00:00:00,NaT,17580.0,2.0,user3306@example.com,9494818634,india
3307,CUST4307,Customer_3307,F,60,Chennai,2029-01-20 00:00:00,2030-01-21 00:00:00,28032.0,7.0,user3307@example.com,2939244936,India
3308,CUST4308,Customer_3308,M,48,Chennai,2029-01-21 00:00:00,2030-01-22 00:00:00,26932.0,7.0,user3308@example.com,2099783547,India
3309,CUST4309,Customer_3309,M,33,NaN,2029-01-22 00:00:00,NaT,41513.0,10.0,user3309@example.com,1980923780,India
3310,CUST4310,Customer_3310,NaN,49,Hyderabad,2029-01-23 00:00:00,2030-01-24 00:00:00,27073.0,3.0,user3310@example.com,5824642551,India
3311,CUST4311,Customer_3311,FEMALE,56,mumbai,2029-01-24 00:00:00,2030-01-25 00:00:00,8706.0,2.0,user3311@example.com,3126959269,India
3312,CUST4312,Customer_3312,M,65,NaN,2029-01-25 00:00:00,2030-01-26 00:00:00,38397.0,2.0,user3312@example.com,2849808352,india
3313,CUST4313,Customer_3313,NaN,62,Kolkata,2029-01-26 00:00:00,2030-01-27 00:00:00,28302.0,NaN,user3313@example.com,5821184865,india
3314,CUST4314,Customer_3314,F,69,CHENNAI,2029-01-27 00:00:00,2030-01-28 00:00:00,5170.0,3.0,user3314@example.com,4813300502,india
3315,CUST4315,Customer_3315,NaN,64,MUMBAI,2029-01-28 00:00:00,2030-01-29 00:00:00,NaN,1.0,user3315@example.com,8681684225,India
3316,CUST4316,Customer_3316,F,58 years,DELHI,2029-01-29 00:00:00,2030-01-30 00:00:00,1507.0,7.0,user3316@example.com,7968478447,India
3317,CUST4317,Customer_3317,FEMALE,18,NaN,2029-01-30 00:00:00,2030-01-31 00:00:00,38446.0,10.0,user3317@example.com,3855268708,India
3318,CUST4318,Customer_3318,F,32,chennai,2029-01-31 00:00:00,2030-02-01 00:00:00,31654.0,5.0,user3318@example.com,4171236240,India
3319,CUST4319,Customer_3319,F,32,Hyderabad,2029-02-01 00:00:00,2030-02-02 00:00:00,42120.0,3.0,user3319@example.com,8221273908,india
3320,CUST4320,Customer_3320,F,48,Delhi,2029-02-02 00:00:00,NaT,NaN,3.0,user3320@example.com,7892423810,India
3321,CUST4321,Customer_3321,F,53,Hyderabad,2029-02-03 00:00:00,2030-02-04 00:00:00,17518.0,6.0,user3321@example.com,3051809080,India
3322,CUST4322,Customer_3322,F,50,CHENNAI,2029-02-04 00:00:00,2030-02-05 00:00:00,9801.0,4.0,user3322@example.com,7417318008,India
3323,CUST4323,Customer_3323,F,NaN,Mumbai,2029-02-05 00:00:00,2030-02-06 00:00:00,15604.0,9.0,user3323@example.com,4770726541,India
3324,CUST4324,Customer_3324,F,61,Kolkata,2029-02-06 00:00:00,2030-02-07 00:00:00,31884.0,7.0,user3324@example.com,6411243939,india
3325,CUST4325,Customer_3325,F,18,hyderabad,2029-02-07 00:00:00,2030-02-08 00:00:00,37594.0,5.0,user3325@example.com,9480896833,India
3326,NaN,Customer_3326,M,19,mumbai,2029-02-08 00:00:00,2030-02-09 00:00:00,17227.0,4.0,user3326@example.com,5531284262,India
3327,CUST4327,Customer_3327,M,58,MUMBAI,2029-02-09 00:00:00,NaT,34035.0,4.0,user3327@example.com,6953243321,India
3328,CUST4328,Customer_3328,F,NaN,KOLKATA,2029-02-10 00:00:00,2030-02-11 00:00:00,15947.0,9.0,user3328@example.com,7335463306,India
3329,CUST4329,Customer_3329,F,22,Kolkata,2029-02-11 00:00:00,2030-02-12 00:00:00,46637.0,NaN,user3329@example.com,7153142687,India
3330,CUST4330,Customer_3330,female,42,NaN,2029-02-12 00:00:00,2030-02-13 00:00:00,21760.0,10.0,user3330@example.com,3477416418,NaN
3331,CUST4331,Customer_3331,f,35,Delhi,2029-02-13 00:00:00,2030-02-14 00:00:00,10519.0,4.0,user3331@example.com,4177587520,india
3332,CUST4332,Customer_3332,F,NaN,hyderabad,2029-02-14 00:00:00,2030-02-15 00:00:00,3847.0,6.0,user3332@example.com,2473493684,India
3333,CUST4333,Customer_3333,M,41,NaN,2029-02-15 00:00:00,NaT,43728.0,8.0,user3333@example.com,9004101560,india
3334,CUST4334,Customer_3334,FEMALE,55,Kolkata,2029-02-16 00:00:00,2030-02-17 00:00:00,41210.0,9.0,user3334@example.com,1058946949,India
3335,CUST4335,Customer_3335,M,47,Mumbai,2029-02-17 00:00:00,2030-02-18 00:00:00,NaN,5.0,user3335@example.com,7551980810,india
3336,CUST4336,Customer_3336,M,24,Kolkata,2029-02-18 00:00:00,2030-02-19 00:00:00,6286.0,4.0,user3336@example.com,7230216790,India
3337,NaN,Customer_3337,F,NaN,hyderabad,2029-02-19 00:00:00,2030-02-20 00:00:00,26338.0,8.0,user3337@example.com,6376037226,India
3338,CUST4338,Customer_3338,F,22,Chennai,2029-02-20 00:00:00,2030-02-21 00:00:00,NaN,8.0,user3338@example.com,3644369141,India
3339,CUST4339,Customer_3339,F,28,DELHI,2029-02-21 00:00:00,NaT,24613.0,2.0,user3339@example.com,9212740349,India
3340,CUST4340,Customer_3340,NaN,49,NaN,2029-02-22 00:00:00,2030-02-23 00:00:00,30584.0,5.0,user3340@example.com,4617539401,india
3341,CUST4341,Customer_3341,M,36,NaN,2029-02-23 00:00:00,2030-02-24 00:00:00,7692.0,1.0,user3341@example.com,2986269223,India
3342,CUST4342,Customer_3342,FEMALE,63,Hyderabad,2029-02-24 00:00:00,2030-02-25 00:00:00,48752.0,3.0,user3342@example.com,8371014736,india
3343,CUST4343,Customer_3343,M,51,NaN,2029-02-25 00:00:00,2030-02-26 00:00:00,NaN,5.0,user3343@example.com,8951000164,India
3344,CUST4344,Customer_3344,M,69,Mumbai,2029-02-26 00:00:00,2030-02-27 00:00:00,7694.0,3.0,user3344@example.com,2273485712,india
3345,CUST4345,Customer_3345,male,NaN,mumbai,2029-02-27 00:00:00,2030-02-28 00:00:00,32909.0,6.0,user3345@example.com,3206435755,India
3346,CUST4346,Customer_3346,M,43,mumbai,2029-02-28 00:00:00,2030-03-01 00:00:00,38819.0,4.0,user3346@example.com,2768108619,India
3347,CUST4347,Customer_3347,F,NaN,Delhi,2029-03-01 00:00:00,2030-03-02 00:00:00,14833.0,8.0,user3347@example.com,7512858374,India
3348,CUST4348,Customer_3348,M,61,Hyderabad,2029-03-02 00:00:00,2030-03-03 00:00:00,24773.0,7.0,user3348@example.com,1931300349,India
